Network Size;Dataset Type;Scoring;TP;FP;FN;Precision;Recall;F1_Score;SHD;Jaccard Distance
10;async_SINGLE_attr_heavy;BDE;0;0;11;0.0000;0.0000;0.0000;11;1.0000
10;async_SINGLE_attr_heavy;MDL;0;0;11;0.0000;0.0000;0.0000;11;1.0000
10;async_SINGLE_full;BDE;0;5;11;0.0000;0.0000;0.0000;16;1.0000
10;async_SINGLE_full;MDL;0;5;11;0.0000;0.0000;0.0000;16;1.0000
10;async_SINGLE_sampled_f3;BDE;0;4;11;0.0000;0.0000;0.0000;15;1.0000
10;async_SINGLE_sampled_f3;MDL;0;4;11;0.0000;0.0000;0.0000;15;1.0000
10;async_SINGLE_trans_heavy;BDE;0;2;11;0.0000;0.0000;0.0000;13;1.0000
10;async_SINGLE_trans_heavy;MDL;0;2;11;0.0000;0.0000;0.0000;13;1.0000
10;async_attr_heavy;BDE;8;14;3;0.3636;0.7273;0.4848;17;0.6800
10;async_attr_heavy;MDL;7;17;4;0.2917;0.6364;0.4000;21;0.7500
10;async_full;BDE;10;20;1;0.3333;0.9091;0.4878;21;0.6774
10;async_full;MDL;10;20;1;0.3333;0.9091;0.4878;21;0.6774
10;async_sampled_f3;BDE;10;20;1;0.3333;0.9091;0.4878;21;0.6774
10;async_sampled_f3;MDL;10;20;1;0.3333;0.9091;0.4878;21;0.6774
10;async_trans_heavy;BDE;10;20;1;0.3333;0.9091;0.4878;21;0.6774
10;async_trans_heavy;MDL;10;19;1;0.3448;0.9091;0.5000;20;0.6667
10;sync_SINGLE_attr_heavy;BDE;0;0;11;0.0000;0.0000;0.0000;11;1.0000
10;sync_SINGLE_attr_heavy;MDL;0;0;11;0.0000;0.0000;0.0000;11;1.0000
10;sync_SINGLE_full;BDE;0;0;11;0.0000;0.0000;0.0000;11;1.0000
10;sync_SINGLE_full;MDL;0;0;11;0.0000;0.0000;0.0000;11;1.0000
10;sync_SINGLE_sampled_f3;BDE;0;0;11;0.0000;0.0000;0.0000;11;1.0000
10;sync_SINGLE_sampled_f3;MDL;0;0;11;0.0000;0.0000;0.0000;11;1.0000
10;sync_SINGLE_trans_heavy;BDE;0;0;11;0.0000;0.0000;0.0000;11;1.0000
10;sync_SINGLE_trans_heavy;MDL;0;0;11;0.0000;0.0000;0.0000;11;1.0000
10;sync_attractor_heavy;BDE;2;9;9;0.1818;0.1818;0.1818;18;0.9000
10;sync_attractor_heavy;MDL;2;10;9;0.1667;0.1818;0.1739;19;0.9048
10;sync_full;BDE;3;11;8;0.2143;0.2727;0.2400;19;0.8636
10;sync_full;MDL;3;16;8;0.1579;0.2727;0.2000;24;0.8889
10;sync_sampled_f3;BDE;2;5;9;0.2857;0.1818;0.2222;14;0.8750
10;sync_sampled_f3;MDL;2;11;9;0.1538;0.1818;0.1667;20;0.9091
10;sync_transient_heavy;BDE;3;11;8;0.2143;0.2727;0.2400;19;0.8636
10;sync_transient_heavy;MDL;3;16;8;0.1579;0.2727;0.2000;24;0.8889
16;async_SINGLE_attr_heavy;BDE;0;0;23;0.0000;0.0000;0.0000;23;1.0000
16;async_SINGLE_attr_heavy;MDL;0;0;23;0.0000;0.0000;0.0000;23;1.0000
16;async_SINGLE_full;BDE;0;11;23;0.0000;0.0000;0.0000;34;1.0000
16;async_SINGLE_full;MDL;0;11;23;0.0000;0.0000;0.0000;34;1.0000
16;async_SINGLE_sampled_f3;BDE;1;5;22;0.1667;0.0435;0.0690;27;0.9643
16;async_SINGLE_sampled_f3;MDL;1;5;22;0.1667;0.0435;0.0690;27;0.9643
16;async_SINGLE_trans_heavy;BDE;0;4;23;0.0000;0.0000;0.0000;27;1.0000
16;async_SINGLE_trans_heavy;MDL;0;5;23;0.0000;0.0000;0.0000;28;1.0000
16;async_attr_heavy;BDE;15;26;8;0.3659;0.6522;0.4687;34;0.6939
16;async_attr_heavy;MDL;12;29;11;0.2927;0.5217;0.3750;40;0.7692
16;async_full;BDE;16;32;7;0.3333;0.6957;0.4507;39;0.7091
16;async_full;MDL;16;32;7;0.3333;0.6957;0.4507;39;0.7091
16;async_sampled_f3;BDE;16;32;7;0.3333;0.6957;0.4507;39;0.7091
16;async_sampled_f3;MDL;16;32;7;0.3333;0.6957;0.4507;39;0.7091
16;async_trans_heavy;BDE;18;30;5;0.3750;0.7826;0.5070;35;0.6604
16;async_trans_heavy;MDL;18;30;5;0.3750;0.7826;0.5070;35;0.6604
16;sync_SINGLE_attr_heavy;BDE;0;0;23;0.0000;0.0000;0.0000;23;1.0000
16;sync_SINGLE_attr_heavy;MDL;0;0;23;0.0000;0.0000;0.0000;23;1.0000
16;sync_SINGLE_full;BDE;0;0;23;0.0000;0.0000;0.0000;23;1.0000
16;sync_SINGLE_full;MDL;0;0;23;0.0000;0.0000;0.0000;23;1.0000
16;sync_SINGLE_sampled_f3;BDE;0;0;23;0.0000;0.0000;0.0000;23;1.0000
16;sync_SINGLE_sampled_f3;MDL;0;0;23;0.0000;0.0000;0.0000;23;1.0000
16;sync_SINGLE_trans_heavy;BDE;0;0;23;0.0000;0.0000;0.0000;23;1.0000
16;sync_SINGLE_trans_heavy;MDL;0;0;23;0.0000;0.0000;0.0000;23;1.0000
16;sync_attractor_heavy;BDE;1;19;22;0.0500;0.0435;0.0465;41;0.9762
16;sync_attractor_heavy;MDL;1;20;22;0.0476;0.0435;0.0455;42;0.9767
16;sync_full;BDE;1;19;22;0.0500;0.0435;0.0465;41;0.9762
16;sync_full;MDL;1;22;22;0.0435;0.0435;0.0435;44;0.9778
16;sync_sampled_f3;BDE;0;8;23;0.0000;0.0000;0.0000;31;1.0000
16;sync_sampled_f3;MDL;0;8;23;0.0000;0.0000;0.0000;31;1.0000
16;sync_transient_heavy;BDE;1;19;22;0.0500;0.0435;0.0465;41;0.9762
16;sync_transient_heavy;MDL;1;22;22;0.0435;0.0435;0.0435;44;0.9778
5;async_SINGLE_attr_heavy;BDE;0;0;5;0.0000;0.0000;0.0000;5;1.0000
5;async_SINGLE_attr_heavy;MDL;0;0;5;0.0000;0.0000;0.0000;5;1.0000
5;async_SINGLE_full;BDE;1;1;4;0.5000;0.2000;0.2857;5;0.8333
5;async_SINGLE_full;MDL;1;1;4;0.5000;0.2000;0.2857;5;0.8333
5;async_SINGLE_sampled_f3;BDE;0;0;5;0.0000;0.0000;0.0000;5;1.0000
5;async_SINGLE_sampled_f3;MDL;0;0;5;0.0000;0.0000;0.0000;5;1.0000
5;async_SINGLE_trans_heavy;BDE;0;0;5;0.0000;0.0000;0.0000;5;1.0000
5;async_SINGLE_trans_heavy;MDL;0;0;5;0.0000;0.0000;0.0000;5;1.0000
5;async_attr_heavy;BDE;3;5;2;0.3750;0.6000;0.4615;7;0.7000
5;async_attr_heavy;MDL;3;6;2;0.3333;0.6000;0.4286;8;0.7273
5;async_full;BDE;5;8;0;0.3846;1.0000;0.5556;8;0.6154
5;async_full;MDL;5;8;0;0.3846;1.0000;0.5556;8;0.6154
5;async_sampled_f3;BDE;5;7;0;0.4167;1.0000;0.5882;7;0.5833
5;async_sampled_f3;MDL;5;8;0;0.3846;1.0000;0.5556;8;0.6154
5;async_trans_heavy;BDE;4;4;1;0.5000;0.8000;0.6154;5;0.5556
5;async_trans_heavy;MDL;4;4;1;0.5000;0.8000;0.6154;5;0.5556
5;sync_SINGLE_attr_heavy;BDE;0;0;5;0.0000;0.0000;0.0000;5;1.0000
5;sync_SINGLE_attr_heavy;MDL;0;0;5;0.0000;0.0000;0.0000;5;1.0000
5;sync_SINGLE_full;BDE;0;0;5;0.0000;0.0000;0.0000;5;1.0000
5;sync_SINGLE_full;MDL;0;0;5;0.0000;0.0000;0.0000;5;1.0000
5;sync_SINGLE_sampled_f3;BDE;0;0;5;0.0000;0.0000;0.0000;5;1.0000
5;sync_SINGLE_sampled_f3;MDL;0;0;5;0.0000;0.0000;0.0000;5;1.0000
5;sync_SINGLE_trans_heavy;BDE;0;0;5;0.0000;0.0000;0.0000;5;1.0000
5;sync_SINGLE_trans_heavy;MDL;0;0;5;0.0000;0.0000;0.0000;5;1.0000
5;sync_attractor_heavy;BDE;1;3;4;0.2500;0.2000;0.2222;7;0.8750
5;sync_attractor_heavy;MDL;2;6;3;0.2500;0.4000;0.3077;9;0.8182
5;sync_full;BDE;1;3;4;0.2500;0.2000;0.2222;7;0.8750
5;sync_full;MDL;2;6;3;0.2500;0.4000;0.3077;9;0.8182
5;sync_sampled_f3;BDE;4;11;1;0.2667;0.8000;0.4000;12;0.7500
5;sync_sampled_f3;MDL;4;11;1;0.2667;0.8000;0.4000;12;0.7500
5;sync_transient_heavy;BDE;1;3;4;0.2500;0.2000;0.2222;7;0.8750
5;sync_transient_heavy;MDL;2;6;3;0.2500;0.4000;0.3077;9;0.8182
7;async_SINGLE_attr_heavy;BDE;0;0;8;0.0000;0.0000;0.0000;8;1.0000
7;async_SINGLE_attr_heavy;MDL;0;0;8;0.0000;0.0000;0.0000;8;1.0000
7;async_SINGLE_full;BDE;1;4;7;0.2000;0.1250;0.1538;11;0.9167
7;async_SINGLE_full;MDL;1;5;7;0.1667;0.1250;0.1429;12;0.9231
7;async_SINGLE_sampled_f3;BDE;0;2;8;0.0000;0.0000;0.0000;10;1.0000
7;async_SINGLE_sampled_f3;MDL;1;3;7;0.2500;0.1250;0.1667;10;0.9091
7;async_SINGLE_trans_heavy;BDE;0;0;8;0.0000;0.0000;0.0000;8;1.0000
7;async_SINGLE_trans_heavy;MDL;0;0;8;0.0000;0.0000;0.0000;8;1.0000
7;async_attr_heavy;BDE;6;9;2;0.4000;0.7500;0.5217;11;0.6471
7;async_attr_heavy;MDL;6;11;2;0.3529;0.7500;0.4800;13;0.6842
7;async_full;BDE;7;14;1;0.3333;0.8750;0.4828;15;0.6818
7;async_full;MDL;7;14;1;0.3333;0.8750;0.4828;15;0.6818
7;async_sampled_f3;BDE;8;11;0;0.4211;1.0000;0.5926;11;0.5789
7;async_sampled_f3;MDL;8;11;0;0.4211;1.0000;0.5926;11;0.5789
7;async_trans_heavy;BDE;7;12;1;0.3684;0.8750;0.5185;13;0.6500
7;async_trans_heavy;MDL;7;13;1;0.3500;0.8750;0.5000;14;0.6667
7;sync_SINGLE_attr_heavy;BDE;0;0;8;0.0000;0.0000;0.0000;8;1.0000
7;sync_SINGLE_attr_heavy;MDL;0;0;8;0.0000;0.0000;0.0000;8;1.0000
7;sync_SINGLE_full;BDE;0;0;8;0.0000;0.0000;0.0000;8;1.0000
7;sync_SINGLE_full;MDL;0;0;8;0.0000;0.0000;0.0000;8;1.0000
7;sync_SINGLE_sampled_f3;BDE;0;0;8;0.0000;0.0000;0.0000;8;1.0000
7;sync_SINGLE_sampled_f3;MDL;0;0;8;0.0000;0.0000;0.0000;8;1.0000
7;sync_SINGLE_trans_heavy;BDE;0;0;8;0.0000;0.0000;0.0000;8;1.0000
7;sync_SINGLE_trans_heavy;MDL;0;0;8;0.0000;0.0000;0.0000;8;1.0000
7;sync_attractor_heavy;BDE;1;5;7;0.1667;0.1250;0.1429;12;0.9231
7;sync_attractor_heavy;MDL;1;5;7;0.1667;0.1250;0.1429;12;0.9231
7;sync_full;BDE;1;5;7;0.1667;0.1250;0.1429;12;0.9231
7;sync_full;MDL;1;5;7;0.1667;0.1250;0.1429;12;0.9231
7;sync_sampled_f3;BDE;0;2;8;0.0000;0.0000;0.0000;10;1.0000
7;sync_sampled_f3;MDL;0;2;8;0.0000;0.0000;0.0000;10;1.0000
7;sync_transient_heavy;BDE;1;5;7;0.1667;0.1250;0.1429;12;0.9231
7;sync_transient_heavy;MDL;1;5;7;0.1667;0.1250;0.1429;12;0.9231
